,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,NegSite_Distance,PosSite_Distance,id,col1,geometry
22,R1235C525,1235,525,-274824.5258,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221,78.699844,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-178.72705,-268.95935,-339.63208,1400.3267,1490.559,1561.2317,17.4,0.1,12.3,-1.0081732,79.39957,79.77719,79.14852,220,561.5,509.7,635.5,913.1,784.4,787.1,274,326.2,453.4,1.5571157e-05,409.9661,7500,32280.025,1250,17587.283,333211.84,1250,-7.7429514,73781.836,500,0,WalkerLane,POINT (-274824.5257588717 1931620.1753636356)
23,R1235C526,1235,526,-274574.5258,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-177.74585,-267.58154,-338.57178,1399.818,1489.6537,1560.6439,17.4,0.3,12.1,1.3212326,79.40584,79.78338,79.15668,221,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,7301.541,32040.014,1060.6602,17836.059,333001.6,1060.6602,-7.692193,73679.984,250,0,WalkerLane,POINT (-274574.5257588717 1931620.1753636356)
24,R1235C527,1235,527,-274324.5258,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-176.58936,-265.62476,-336.92444,1399.8462,1488.8816,1560.1813,17.4,0.3,12.1,1.3212326,79.411766,79.78922,79.16452,221,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,7106.335,31800.158,901.3878,18084.87,332791.4,901.3878,-7.64225,73578.83,0,0,WalkerLane,POINT (-274324.5257588717 1931620.1753636356)
25,R1235C528,1235,528,-274074.5258,1931620.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1223,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-175.79883,-264.84912,-336.3136,1399.3103,1488.3606,1559.8251,17.4,0.3,12.1,1.3212326,79.417366,79.79472,79.17205,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,6914.658,31560.457,790.5694,18333.713,332581.28,790.5694,-7.602243,73478.36,250,0,WalkerLane,POINT (-274074.5257588717 1931620.1753636356)
26,R1235C529,1235,529,-273824.5258,1931620.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1222,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-175.54517,-263.79187,-335.5652,1399.3423,1487.589,1559.3623,17.4,0.3,12.1,1.3212326,79.42263,79.79987,79.179276,221,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,6726.812,31320.92,750,18582.586,332371.22,750,-7.587647,73378.58,500,0,WalkerLane,POINT (-273824.5257588717 1931620.1753636356)
30,R1236C525,1236,525,-274824.5258,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1220,78.699844,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-179.07153,-270.4873,-341.0171,1399.2664,1490.6821,1561.2119,17.4,0.1,12.3,-1.0081732,79.42791,79.81366,79.17592,219,561.5,509.7,635.5,913.1,784.4,787.1,274,326.2,453.4,1.5571157e-05,409.9661,7352.7207,32350.62,1414.2136,17613.914,333347.12,1414.2136,-7.7764444,73553.516,559.01697,0,WalkerLane,POINT (-274824.5257588717 1931370.1753636356)
31,R1236C526,1236,526,-274574.5258,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-177.31824,-268.35693,-339.20764,1398.7352,1489.7739,1560.6246,17.4,0.3,12.1,1.3212326,79.43426,79.81995,79.18415,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,7150.175,32111.135,1250,17862.32,333136.97,1250,-7.7388916,73451.37,353.5534,0,WalkerLane,POINT (-274574.5257588717 1931370.1753636356)
32,R1236C527,1236,527,-274324.5258,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-176.50232,-266.76062,-337.9242,1398.7406,1488.9989,1560.1625,17.4,0.3,12.1,1.3212326,79.44028,79.82589,79.19207,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,6950.719,31871.814,1118.0339,18110.77,332926.88,1118.0339,-7.7050667,73349.91,250,0,WalkerLane,POINT (-274324.5257588717 1931370.1753636356)
33,R1236C528,1236,528,-274074.5258,1931370.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1222,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-175.17236,-265.06433,-336.55078,1398.197,1488.089,1559.5754,17.4,0.3,12.1,1.3212326,79.44595,79.83149,79.199684,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,6754.628,31632.656,1030.7764,18359.262,332716.84,1030.7764,-7.680752,73249.13,353.5534,0,WalkerLane,POINT (-274074.5257588717 1931370.1753636356)
34,R1236C529,1236,529,-273824.5258,1931370.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1222,37.05333,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-174.97937,-264.08374,-335.88184,1398.2107,1487.3151,1559.1132,17.4,0.3,12.1,1.3212326,79.451294,79.83674,79.20698,221,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,399.99435,6562.202,31393.67,1000,18607.795,332506.88,1000,-7.6732197,73149.055,559.01697,0,WalkerLane,POINT (-273824.5257588717 1931370.1753636356)
37,R1237C525,1237,525,-274824.5258,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1218,90.94606,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-178.77966,-270.989,-341.53235,1398.2084,1490.4177,1560.961,17.4,0.1,12.3,-0.57795125,79.4559,79.8497,79.20298,219,561.5,509.7,635.5,913.1,784.4,787.1,274,326.2,453.4,1.5571157e-05,476.26944,7211.1025,32422.986,1600.781,17644.05,333482.56,1600.781,-7.8100357,73325.34,707.1068,0,WalkerLane,POINT (-274824.5257588717 1931120.1753636356)
38,R1237C526,1237,526,-274574.5258,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1219,34.9698,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-178.18127,-270.03333,-340.901,1397.6545,1489.5066,1560.3743,17.4,0.3,12.1,4.2924395,79.46233,79.85609,79.21129,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,451.28256,7004.463,32184.041,1457.7379,17892.037,333272.5,1457.7379,-7.7818093,73222.88,559.01697,0,WalkerLane,POINT (-274574.5257588717 1931120.1753636356)
39,R1237C527,1237,527,-274324.5258,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1220,34.9698,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-176.3667,-267.45435,-338.63782,1397.6415,1488.7291,1559.9126,17.4,0.3,12.1,4.2924395,79.46843,79.86213,79.21929,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,451.28256,6800.7354,31945.266,1346.2913,18140.08,333062.5,1346.2913,-7.75824,73121.12,500,0,WalkerLane,POINT (-274324.5257588717 1931120.1753636356)
40,R1237C528,1237,528,-274074.5258,1931120.1753636356,1,4.127771,4.382942,2.506652,2.373019,4.1089582,1221,34.9698,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-175.47095,-265.78662,-337.28455,1397.6372,1487.9529,1559.4508,17.4,0.3,12.1,4.2924395,79.47419,79.86782,79.22698,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,451.28256,6600.1895,31706.664,1274.7549,18388.176,332852.53,1274.7549,-7.7424316,73020.04,559.01697,0,WalkerLane,POINT (-274074.5257588717 1931120.1753636356)
41,R1237C529,1237,529,-273824.5258,1931120.1753636356,1,4.055595,4.382942,2.506652,2.373019,4.1089582,1221,34.9698,1014.4,612.8,722,518,383.7,394.1,1148.6,1115.2,885.5,-175.01843,-264.98804,-336.81238,1397.0703,1487.0399,1558.8643,17.4,0.3,12.1,4.2924395,79.47961,79.87317,79.23436,220,550.5,546.1,684.3,862.6,808.2,863.8,289.5,347.6,465,1.6825259e-05,451.28256,6403.124,31468.238,1250,18636.322,332642.62,1250,-7.738143,72919.66,707.1068,0,WalkerLane,POINT (-273824.5257588717 1931120.1753636356)
56,R1258C545,1258,545,-269824.5258,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.05786,-256.45435,-329.89685,1380.6764,1476.0729,1549.5154,18.1,1,12.5,-0.81152225,80.07197,80.619736,79.84446,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,559.01697,29750,7267.2207,21360.01,332202.6,559.01697,-7.571422,66521.016,707.1068,0,WalkerLane,POINT (-269824.5257588717 1925870.1753636356)
57,R1258C546,1258,546,-269574.5258,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.70117,-254.50732,-328.2948,1380.4203,1475.2264,1549.0139,18.1,1,12.5,4.0055585,80.07324,80.62096,79.84809,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,353.5534,29529.646,7382.4116,21126.11,331995.47,353.5534,-7.4657974,66426.66,559.01697,0,WalkerLane,POINT (-269574.5257588717 1925870.1753636356)
58,R1258C547,1258,547,-269324.5258,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.05237,-253.70923,-327.58813,1380.1627,1474.8196,1548.6985,18.1,1,12.5,4.0055585,80.07414,80.62177,79.851364,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,29309.768,7491.662,20892.582,331788.44,250,-7.38881,66333.08,500,0,WalkerLane,POINT (-269324.5257588717 1925870.1753636356)
59,R1258C548,1258,548,-269074.5258,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.02344,-252.08582,-326.3092,1379.9111,1473.9735,1548.1969,18.1,1,12.5,4.0055585,80.07466,80.62219,79.854294,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0,29090.377,7603.453,20659.441,331581.44,0,-7.0487504,66240.29,559.01697,0,WalkerLane,POINT (-269074.5257588717 1925870.1753636356)
60,R1258C549,1258,549,-268824.5258,1925870.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1222,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-156.78918,-250.3363,-324.80847,1379.6074,1473.1545,1547.6267,18.1,1,12.5,4.0055585,80.07479,80.62221,79.85686,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,28871.482,7721.7227,20426.697,331374.5,250,-7.407933,66148.3,707.1068,0,WalkerLane,POINT (-268824.5257588717 1925870.1753636356)
63,R1259C545,1259,545,-269824.5258,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.46326,-257.4131,-330.51636,1380.5823,1476.5321,1549.6354,18.1,1,12.5,-0.81152225,80.0954,80.649826,79.86721,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,500,29868.46,7491.662,21273.516,332342.62,500,-7.538704,66289.51,559.01697,0,WalkerLane,POINT (-269824.5257588717 1925620.1753636356)
64,R1259C546,1259,546,-269574.5258,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-160.36914,-255.75293,-329.20447,1380.2994,1475.6832,1549.1348,18.1,1,12.5,4.0055585,80.09679,80.65116,79.87095,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,29648.988,7603.453,21038.654,332135.6,250,-7.374719,66194.83,353.5534,0,WalkerLane,POINT (-269574.5257588717 1925620.1753636356)
65,R1259C547,1259,547,-269324.5258,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-159.0232,-253.9856,-327.7041,1379.8883,1474.8507,1548.5692,18.1,1,12.5,4.0055585,80.097786,80.6521,79.87433,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0,29430.002,7717.6743,20804.146,331928.66,0,-7.0349474,66100.94,250,0,WalkerLane,POINT (-269324.5257588717 1925620.1753636356)
66,R1259C548,1259,548,-269074.5258,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-157.771,-252.15857,-326.22424,1379.6151,1474.0027,1548.0684,18.1,1,12.5,4.0055585,80.09841,80.652626,79.87736,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0,29211.514,7826.238,20570.002,331721.75,0,-7.044621,66007.836,353.5534,0,WalkerLane,POINT (-269074.5257588717 1925620.1753636356)
67,R1259C549,1259,549,-268824.5258,1925620.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-156.85327,-250.55212,-324.9425,1379.4723,1473.1711,1547.5615,18.1,1,12.5,4.0055585,80.09865,80.652756,79.88003,220,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,28993.533,7941.19,20336.236,331514.9,250,-7.4039288,65915.52,559.01697,0,WalkerLane,POINT (-268824.5257588717 1925620.1753636356)
71,R1260C545,1260,545,-269824.5258,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1218,221.49835,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.19922,-257.42004,-330.35828,1380.3461,1476.5669,1549.5051,18.1,1,12.5,-0.81152225,80.11859,80.67961,79.88974,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.6594478e-05,271.00748,500,29988.54,7717.6743,21189.62,332482.8,500,-7.53376,66058.13,500,0,WalkerLane,POINT (-269824.5257588717 1925370.1753636356)
72,R1260C546,1260,546,-269574.5258,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1219,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-160.11621,-255.79065,-329.0797,1380.0415,1475.716,1549.005,18.1,1,12.5,4.0055585,80.12009,80.68107,79.89358,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,29769.951,7826.238,20953.818,332275.88,250,-7.3699856,65963.13,250,0,WalkerLane,POINT (-269574.5257588717 1925370.1753636356)
73,R1260C547,1260,547,-269324.5258,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.78455,-254.06189,-327.62122,1379.6036,1474.881,1548.4403,18.1,1,12.5,4.0055585,80.1212,80.68211,79.89707,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0,29551.861,7941.19,20718.35,332069,0,-7.030427,65868.92,0,0,WalkerLane,POINT (-269324.5257588717 1925370.1753636356)
74,R1260C548,1260,548,-269074.5258,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1220,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-158.23584,-253.2367,-326.97107,1379.455,1474.4558,1548.1902,18.1,1,12.5,4.0055585,80.121925,80.68276,79.9002,220,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,0,29334.281,8050.621,20483.225,331862.16,0,-7.040347,65775.5,250,0,WalkerLane,POINT (-269074.5257588717 1925370.1753636356)
75,R1260C549,1260,549,-268824.5258,1925370.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1221,128.25446,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-157.26135,-251.65027,-325.7234,1379.225,1473.6139,1547.687,18.1,1,12.5,4.0055585,80.12227,80.68301,79.90298,220,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.3382178e-05,246.25185,250,29117.22,8162.414,20248.457,331655.4,250,-7.399831,65682.875,500,0,WalkerLane,POINT (-268824.5257588717 1925370.1753636356)
79,R1261C545,1261,545,-269824.5258,1925120.1753636356,1,4.2313857,4.395926,2.820684,2.750057,4.134896,1218,250.65694,1146.4,790.5,978.2,767.3,493.4,541.9,1685.3,1361.9,1058.4,-161.49634,-258.25708,-330.85437,1380.2666,1477.0273,1549.6246,18.1,1,12.5,-3.8829398,80.14155,80.70909,79.91203,221,553.8,691.6,832,783.6,921,1058.6,337.9,490.1,614.5,1.6594478e-05,315.9163,353.5534,30110.215,7945.1245,21108.352,332623.1,353.5534,-7.441422,65826.88,559.01697,0,WalkerLane,POINT (-269824.5257588717 1925120.1753636356)
