,id_rc,row,column,x,y,in_bounds,cond_mt_lowcrust_conus117_250m,cond_mt_mantle_conus117_250m,cond_mt_midcrust_conus117_250m,cond_mt_surface_conus117_250m,cond_mt_upmantle_conus117_250m,dem_conus117_250m,depth_to_basement_conus117_250m,deq_n100a05_conus117_250m,deq_n100a10_conus117_250m,deq_n100a15_conus117_250m,deq_n200a05_conus117_250m,deq_n200a10_conus117_250m,deq_n200a15_conus117_250m,deq_n50a05_conus117_250m,deq_n50a10_conus117_250m,deq_n50a15_conus117_250m,elevation_detrended_span005_conus117_250m,elevation_detrended_span01_conus117_250m,elevation_detrended_span03_conus117_250m,elevation_trend_span005_conus117_250m,elevation_trend_span01_conus117_250m,elevation_trend_span03_conus117_250m,geod_2ndinv_conus117_250m,geod_dilation_conus117_250m,geod_shear_conus117_250m,grav_iso_anom_conus117_250m,heatflow_eqwt_conus117_250m,heatflow_qcwt_conus117_250m,heatflow_tcwt_conus117_250m,hs_conus117_250m,ieq_n100a05_conus117_250m,ieq_n100a10_conus117_250m,ieq_n100a15_conus117_250m,ieq_n200a05_conus117_250m,ieq_n200a10_conus117_250m,ieq_n200a15_conus117_250m,ieq_n50a05_conus117_250m,ieq_n50a10_conus117_250m,ieq_n50a15_conus117_250m,mag_hgm_conus117_250m_tif_conus117_250m,mag_iso_anom_conus117_250m,qfaults_dist_age_0-15k_conus117_250m,qfaults_dist_age_130k-750k_conus117_250m,qfaults_dist_age_15k-130k_conus117_250m,qfaults_dist_age_750k-2600k_conus117_250m,qfaults_dist_age_other_conus117_250m,qfaults_dist_all_conus117_250m,qfv2_lr_recsr_conus117_250m,NegSite_Distance,PosSite_Distance,id,col1,geometry
1041,R1982C834,1982,834,-197574.5258,1744870.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1547,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-316.32532,-346.06006,-395.33325,1861.8569,1891.5917,1940.8649,52.5,10.2,31.6,-15.780398,77.89573,78.84599,77.8898,229,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,500,60167.473,10298.665,1520.6907,419304.34,500,-6.756974,250,37017.73,0,WalkerLane,POINT (-197574.5257588717 1744870.1753636356)
1042,R1982C835,1982,835,-197324.5258,1744870.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1550,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-310.43384,-340.16064,-389.97253,1859.7386,1889.4655,1939.2773,52.5,10.2,31.6,-15.780398,77.92682,78.87969,77.92408,230,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,559.01697,60322.57,10277.402,1581.1388,419183.22,559.01697,-6.8149824,353.5534,37262.582,0,WalkerLane,POINT (-197324.5257588717 1744870.1753636356)
1043,R1982C836,1982,836,-197074.5258,1744870.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1555,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-305.8595,-335.2572,-385.21423,1859.2461,1888.6438,1938.6008,52.5,10.2,31.6,-15.780398,77.95694,78.912384,77.957275,229,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,707.1068,60478.3,10262.1875,1677.051,419062.2,707.1068,-6.934889,587.67523,37507.5,0,WalkerLane,POINT (-197074.5257588717 1744870.1753636356)
1053,R1983C832,1983,832,-198074.5258,1744620.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1548,474.38602,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-319.77966,-349.15564,-396.932,1867.8033,1897.1793,1944.9557,52.5,10.2,31.6,-19.919952,77.80076,78.74115,77.78277,226,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,8.532845e-06,-6.600007,559.01697,60056.742,10606.602,1274.7549,419765.5,559.01697,-6.7980213,707.1068,36580.39,0,WalkerLane,POINT (-198074.5257588717 1744620.1753636356)
1054,R1983C833,1983,833,-197824.5258,1744620.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1549,474.38602,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-317.9264,-347.31604,-395.6411,1865.6519,1895.0415,1943.3666,52.5,10.2,31.6,-19.919952,77.833824,78.776924,77.81926,226,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,8.532845e-06,-6.600007,353.5534,60210.05,10574.143,1250,419644.2,353.5534,-6.572707,587.67523,36824.754,0,WalkerLane,POINT (-197824.5257588717 1744620.1753636356)
1055,R1983C834,1983,834,-197574.5258,1744620.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1551,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-314.8064,-343.83618,-392.29333,1865.2069,1894.2367,1942.6938,52.5,10.2,31.6,-15.780398,77.865944,78.811714,77.8547,229,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,250,60364,10547.512,1274.7549,419523.03,250,-6.406886,500,37069.19,0,WalkerLane,POINT (-197574.5257588717 1744620.1753636356)
1056,R1983C835,1983,835,-197324.5258,1744620.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1556,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-307.1394,-336.1831,-385.1892,1863.0544,1892.0981,1941.1042,52.5,10.2,31.6,-15.780398,77.89711,78.84551,77.88905,229,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,353.5534,60518.594,10526.752,1346.2913,419401.97,353.5534,-6.5799904,587.67523,37313.703,0,WalkerLane,POINT (-197324.5257588717 1744620.1753636356)
1057,R1983C836,1983,836,-197074.5258,1744620.1753636356,1,3.994263,4.226446,2.6563256,2.454332,4.0354624,1556,344.70016,1156.2,1482.4,2237.4,1028.2,1110.8,2048.5,1539.4,2116.4,2689.8,-305.40417,-334.08765,-383.22522,1862.6111,1891.2946,1940.4321,52.5,10.2,31.6,-15.780398,77.927315,78.8783,77.92233,228,1243.7,2097.1,2419.5,1485.7,1942.7,3916,944.8,1206.2,1680.9,1.0004882e-05,-31.384197,559.01697,60673.82,10511.898,1457.7379,419281,559.01697,-6.8112526,707.1068,37558.29,0,WalkerLane,POINT (-197074.5257588717 1744620.1753636356)
1150,R2165C1322,2165,1322,-75574.52576,1699120.1753636356,1,4.2798786,4.233841,3.2480233,3.2339199,3.8907304,1986,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,194.08264,224.18005,190.88928,1785.9164,1755.819,1789.1097,28.5,10.2,14.6,-9.073692,82.72102,82.980484,85.035545,164,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.1779865e-06,-88.30427,5202.163,38184.586,1000,250,391830.62,250,-7.188187,707.1068,13860.916,0,WalkerLane,POINT (-75574.52575887169 1699120.1753636356)
1151,R2165C1323,2165,1323,-75324.52576,1699120.1753636356,1,4.2798786,4.233841,3.2480233,3.2339199,3.8907304,1920,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,129.76416,159.82385,126.170044,1785.3569,1755.2972,1788.951,28.5,10.2,14.6,-9.073692,82.752594,83.001884,85.07337,81,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.1779865e-06,-88.30427,5000,38209.945,750,500,391618.2,500,-7.407962,587.67523,14108.951,0,WalkerLane,POINT (-75324.52575887169 1699120.1753636356)
1152,R2165C1324,2165,1324,-75074.52576,1699120.1753636356,1,4.2798786,4.233841,3.2480233,3.2339199,3.8907304,1833,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,74.50928,105.087524,71.381714,1785.7557,1755.1775,1788.8833,28.5,10.2,14.6,-9.073692,82.78396,83.02275,85.110306,157,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.1779865e-06,-88.30427,4802.3433,38236.926,500,707.1068,391405.8,500,-7.397857,500,14357.054,0,WalkerLane,POINT (-75074.52575887169 1699120.1753636356)
1153,R2165C1325,2165,1325,-74824.52576,1699120.1753636356,1,4.2798786,4.233841,3.2480233,3.2339199,3.8907304,1807,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,33.134766,64.180176,30.407104,1786.1154,1755.07,1788.843,28.5,10.2,14.6,-9.073692,82.81518,83.043205,85.14655,188,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.1779865e-06,-88.30427,4609.7725,38265.52,250,901.3878,391193.44,250,-7.1579285,587.67523,14605.222,0,WalkerLane,POINT (-74824.52575887169 1699120.1753636356)
1154,R2165C1326,2165,1326,-74574.52576,1699120.1753636356,1,4.2798786,4.233841,3.2480233,3.2339199,3.8907304,1791,143.43913,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,1.9483643,33.041992,-1.1750488,1785.6055,1754.5118,1788.7289,28.5,10.2,14.6,-10.368353,82.84631,83.063385,85.18232,190,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.186305e-06,-78.517975,4422.9517,38295.723,0,1060.6602,390981.12,0,-6.6855884,707.1068,14853.451,0,WalkerLane,POINT (-74574.52575887169 1699120.1753636356)
1157,R2166C1322,2166,1322,-75574.52576,1698870.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1957,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,180.21375,209.45557,175.51697,1784.2034,1754.9615,1788.9001,29.4,10.2,15.1,-9.073692,82.75078,83.015594,85.06191,153,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5350.2334,37935.8,1000,250,391962.44,250,-7.1983943,587.67523,13831.576,0,WalkerLane,POINT (-75574.52575887169 1698870.1753636356)
1158,R2166C1323,2166,1323,-75324.52576,1698870.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1889,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,108.02991,137.79333,103.80261,1784.5973,1754.8339,1788.8246,29.4,10.2,15.1,-9.073692,82.78228,83.03697,85.099686,182,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5153.882,37961.33,750,353.5534,391750.1,353.5534,-7.303529,353.5534,14080.128,0,WalkerLane,POINT (-75324.52575887169 1698870.1753636356)
1159,R2166C1324,2166,1324,-75074.52576,1698870.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1833,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,60.150757,90.14014,55.76001,1784.2308,1754.2415,1788.6216,29.4,10.2,15.1,-9.073692,82.813576,83.057816,85.136566,154,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,4962.3584,37988.484,500,559.01697,391537.75,500,-7.4096117,250,14328.7295,0,WalkerLane,POINT (-75074.52575887169 1698870.1753636356)
1160,R2166C1325,2166,1325,-74824.52576,1698870.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1810,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,31.092407,61.51758,27.059082,1784.5573,1754.1321,1788.5906,29.4,10.2,15.1,-9.073692,82.84472,83.07825,85.17276,185,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,4776.243,38017.266,250,707.1068,391325.47,250,-7.17061,353.5534,14577.38,0,WalkerLane,POINT (-74824.52575887169 1698870.1753636356)
1161,R2166C1326,2166,1326,-74574.52576,1698870.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1793,143.43913,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,3.9528809,34.43213,-0.47021484,1784.0442,1753.565,1788.4673,29.4,10.2,15.1,-10.368353,82.87578,83.098404,85.20847,178,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,7.027309e-06,-78.517975,4596.194,38047.668,0,901.3878,391113.25,0,-6.699259,587.67523,14826.075,0,WalkerLane,POINT (-74574.52575887169 1698870.1753636356)
1165,R2167C1322,2167,1322,-75574.52576,1698620.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1916,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,141.07129,169.66687,135.04578,1782.6537,1754.0581,1788.6792,29.4,10.2,15.1,-9.073692,82.78021,83.05036,85.08789,211,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5505.6787,37687.035,1000,0,392094.38,0,-6.7468743,500,13806.701,0,WalkerLane,POINT (-75574.52575887169 1698620.1753636356)
1166,R2167C1323,2167,1323,-75324.52576,1698620.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1921,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,132.32263,161.46423,126.79443,1783.0565,1753.9149,1788.5847,29.4,10.2,15.1,-9.073692,82.81165,83.07172,85.12562,237,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5315.0728,37712.73,750,250,391882.06,250,-7.2004004,250,14055.692,0,WalkerLane,POINT (-75324.52575887169 1698620.1753636356)
1167,R2167C1324,2167,1324,-75074.52576,1698620.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1849,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,146.04407,175.11597,140.07703,1782.4652,1753.3933,1788.4323,29.4,10.2,15.1,-9.073692,82.84288,83.09254,85.162445,143,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5129.5713,37740.066,500,353.5534,391669.8,353.5534,-7.306158,0,14304.72,0,WalkerLane,POINT (-75074.52575887169 1698620.1753636356)
1168,R2167C1325,2167,1325,-74824.52576,1698620.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1818,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,45.089233,74.66589,39.56543,1782.8358,1753.2592,1788.3596,29.4,10.2,15.1,-9.073692,82.87395,83.112946,85.198586,186,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,4949.7476,37769.035,250,559.01697,391457.62,250,-7.1833,250,14553.779,0,WalkerLane,POINT (-74824.52575887169 1698620.1753636356)
1169,R2167C1326,2167,1326,-74574.52576,1698620.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1794,143.43913,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,1.3634033,30.973145,-4.574585,1782.3029,1752.6931,1788.2408,29.4,10.2,15.1,-10.368353,82.90493,83.13307,85.23424,175,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,7.027309e-06,-78.517975,4776.243,37799.637,0,707.1068,391245.44,0,-6.7128744,500,14802.871,0,WalkerLane,POINT (-74574.52575887169 1698620.1753636356)
1174,R2168C1322,2168,1322,-75574.52576,1698370.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1889,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,105.65906,133.29211,98.00586,1780.8759,1753.2428,1788.529,29.4,10.2,15.1,-9.073692,82.809326,83.08478,85.11348,222,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5667.892,37438.28,1030.7764,250,392226.4,250,-7.2192783,587.67523,13786.315,0,WalkerLane,POINT (-75574.52575887169 1698370.1753636356)
1175,R2168C1323,2168,1323,-75324.52576,1698370.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1990,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,199.12573,227.30798,191.97302,1781.2723,1753.0901,1788.425,29.4,10.2,15.1,-9.073692,82.840706,83.10612,85.15116,236,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5482.928,37464.15,790.5694,0,392014.2,0,-6.7496767,353.5534,14035.669,0,WalkerLane,POINT (-75324.52575887169 1698370.1753636356)
1176,R2168C1324,2168,1324,-75074.52576,1698370.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1876,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,138.84644,167.23499,131.50684,1780.8765,1752.4879,1788.2161,29.4,10.2,15.1,-9.073692,82.871864,83.126915,85.18794,136,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5303.301,37491.664,559.01697,250,391802,250,-7.2038317,250,14285.045,0,WalkerLane,POINT (-75074.52575887169 1698370.1753636356)
1177,R2168C1325,2168,1325,-74824.52576,1698370.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1847,155.45131,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,98.48572,127.34766,91.54736,1781.2148,1752.3529,1788.1532,29.4,10.2,15.1,-9.073692,82.90286,83.1473,85.22403,168,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-88.30427,5129.5713,37520.83,353.5534,353.5534,391589.88,353.5534,-7.31033,353.5534,14534.441,0,WalkerLane,POINT (-74824.52575887169 1698370.1753636356)
1178,R2168C1326,2168,1326,-74574.52576,1698370.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1809,143.43913,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,16.935669,46.19043,10.293091,1781.491,1752.2362,1788.1335,29.4,10.2,15.1,-10.368353,82.93377,83.167404,85.25963,158,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,7.027309e-06,-78.517975,4924.4287,37551.633,250,559.01697,391377.78,250,-7.185853,587.67523,14783.859,0,WalkerLane,POINT (-74574.52575887169 1698370.1753636356)
1186,R2169C1322,2169,1322,-75574.52576,1698120.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1886,186.71614,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,78.70471,105.64978,69.67407,1779.296,1752.351,1788.3267,29.4,10.2,15.1,-9.695863,82.83813,83.11886,85.138695,194,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-92.49432,5836.3086,37189.547,1118.0339,353.5534,392358.56,353.5534,-7.3442235,707.1068,13770.439,0,WalkerLane,POINT (-75574.52575887169 1698120.1753636356)
1187,R2169C1323,2169,1323,-75324.52576,1698120.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1938,186.71614,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,123.664795,151.16162,115.13745,1779.6875,1752.1907,1788.2148,29.4,10.2,15.1,-9.695863,82.869446,83.140175,85.17632,155,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-92.49432,5656.8545,37215.59,901.3878,250,392146.4,250,-7.222832,587.67523,14020.075,0,WalkerLane,POINT (-75324.52575887169 1698120.1753636356)
1188,R2169C1324,2169,1324,-75074.52576,1698120.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1858,186.71614,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,107.04028,135.08765,99.015015,1780.0813,1752.0339,1788.1066,29.4,10.2,15.1,-9.695863,82.900536,83.16096,85.21305,117,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-92.49432,5482.928,37243.29,707.1068,0,391934.3,0,-6.753868,500,14269.724,0,WalkerLane,POINT (-75074.52575887169 1698120.1753636356)
1189,R2169C1325,2169,1325,-74824.52576,1698120.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1833,186.71614,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,27.743286,55.89258,19.392822,1779.5928,1751.4435,1787.9432,29.4,10.2,15.1,-9.695863,82.93146,83.18131,85.249084,164,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,6.2887107e-06,-92.49432,5255.949,37272.645,559.01697,250,391722.25,250,-7.2051163,587.67523,14519.384,0,WalkerLane,POINT (-74824.52575887169 1698120.1753636356)
1190,R2169C1326,2169,1326,-74574.52576,1698120.1753636356,1,4.2798786,4.233841,3.2480233,2.8914645,3.8907304,1798,186.81714,5248,11387.4,22123,5248,11221.1,21967.9,5207.7,11514.5,20586.7,17.401978,45.750122,9.202026,1779.7295,1751.3813,1787.9294,29.4,10.2,15.1,-11.129286,82.96229,83.20139,85.28463,169,2333.2,2002.3,2154.9,3259.5,3173,2714.2,677.5,1051,794.2,7.027309e-06,-77.49416,5031.153,37303.652,500,353.5534,391510.22,353.5534,-7.308344,707.1068,14769.056,0,WalkerLane,POINT (-74574.52575887169 1698120.1753636356)
1248,R2189C1252,2189,1252,-93074.52576,1693120.1753636356,1,4.2324286,4.2323885,3.4171808,2.3151553,3.7111661,1344,1372.5731,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-409.07996,-441.74158,-479.57275,1753.1483,1785.8099,1823.6411,37.9,9.7,21.5,-29.90255,81.57921,82.29751,82.89715,223,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.6862641e-05,-90.017,3508.9172,34829.047,4366.0625,4250,409885.97,3508.9172,-7.6305413,707.1068,5667.892,0,WalkerLane,POINT (-93074.52575887169 1693120.1753636356)
1249,R2189C1253,2189,1253,-92824.52576,1693120.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1346,1372.5731,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-406.96936,-439.2119,-477.0216,1752.7386,1784.9812,1822.7909,37.9,9.7,21.5,-29.90255,81.596054,82.31135,82.92679,224,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.6862641e-05,-90.017,3259.6013,34731.11,4609.7725,4366.0625,409672.2,3259.6013,-7.6061826,587.67523,5505.6787,0,WalkerLane,POINT (-92824.52575887169 1693120.1753636356)
1250,R2189C1254,2189,1254,-92574.52576,1693120.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1348,1596.6799,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-405.4906,-437.17932,-474.98975,1752.47,1784.1587,1821.9691,37.9,9.7,21.5,-30.131042,81.61311,82.32537,82.956665,225,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.3985614e-05,-103.87918,3010.3987,34634.7,4854.122,4190.7637,409458.47,3010.3987,-7.5782576,500,5350.2334,0,WalkerLane,POINT (-92574.52575887169 1693120.1753636356)
1251,R2189C1255,2189,1255,-92324.52576,1693120.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1350,1596.6799,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-402.63,-433.95874,-472.02368,1751.8746,1783.2034,1821.2683,37.9,9.7,21.5,-30.131042,81.6304,82.33956,82.98678,225,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.3985614e-05,-103.87918,2761.3403,34539.832,5099.0195,3952.8472,409244.8,2761.3403,-7.5473957,587.67523,5202.163,0,WalkerLane,POINT (-92324.52575887169 1693120.1753636356)
1252,R2189C1256,2189,1256,-92074.52576,1693120.1753636356,1,4.2615356,4.2334776,3.4171808,2.3151553,3.7111661,1351,1596.6799,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-400.98657,-431.7566,-469.82043,1751.6154,1782.3854,1820.4492,37.9,9.7,21.5,-30.131042,81.6479,82.353935,83.01712,224,2270.5,2913.4,4096.5,3157.4,4050.2,6335.2,1513.2,1390.9,1124.2,1.3985614e-05,-103.87918,2512.469,34446.516,5344.3896,3716.517,409031.2,2512.469,-7.5119147,707.1068,5062.1143,0,WalkerLane,POINT (-92074.52575887169 1693120.1753636356)
1255,R2190C1252,2190,1252,-93074.52576,1692870.1753636356,1,4.2324286,4.2323885,3.4171808,2.3151553,3.7111661,1346,1372.5731,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-407.60742,-440.47424,-478.55127,1752.8204,1785.6873,1823.7643,38.6,9,22.4,-29.90255,81.59805,82.31805,82.91099,224,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.7030954e-05,-90.017,3500,34599.496,4315.669,4031.129,410015.62,3500,-7.6232624,587.67523,5857.6875,0,WalkerLane,POINT (-93074.52575887169 1692870.1753636356)
1256,R2190C1253,2190,1253,-92824.52576,1692870.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1349,1372.5731,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-404.29968,-436.9198,-475.23376,1752.1049,1784.725,1823.039,38.6,9,22.4,-29.90255,81.61501,82.332054,82.94076,224,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.7030954e-05,-90.017,3250,34500.906,4562.072,4138.2363,409801.94,3250,-7.598281,353.5534,5700.877,0,WalkerLane,POINT (-92824.52575887169 1692870.1753636356)
1257,R2190C1254,2190,1254,-92574.52576,1692870.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1351,1596.6799,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-403.16248,-435.23926,-473.55774,1751.8154,1783.8922,1822.2107,38.6,9,22.4,-30.131042,81.632195,82.34624,82.97075,225,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.5949892e-05,-103.87918,3000,34403.85,4808.846,4250,409588.28,3000,-7.5704803,250,5550.901,0,WalkerLane,POINT (-92574.52575887169 1692870.1753636356)
1258,R2190C1255,2190,1255,-92324.52576,1692870.1753636356,1,4.2615356,4.2323885,3.4171808,2.3151553,3.7111661,1353,1596.6799,1762.9,3776,10200.4,1762.9,4025.4,10117,1798.8,3883.3,10106.5,-399.7334,-431.463,-470.04114,1751.1945,1782.9241,1821.5022,38.6,9,22.4,-30.131042,81.64959,82.360596,83.000984,225,2058.7,2911.5,4103.8,3430.3,4015.1,6515.1,1638.2,1569,1198.5,1.5949892e-05,-103.87918,2750,34308.344,5055.937,4038.8735,409374.7,2750,-7.539344,353.5534,5408.327,0,WalkerLane,POINT (-92324.52575887169 1692870.1753636356)
